StudentID,DeviceType,Study_Hours,Engagement_Score,Performance_Rating,Department,AgeGroup,Region,Internet_Performance_Impact
397,Hybrid Device,5.3,61.7,79.13,Business,18-22,Central,0.56
398,Tablet,4.1,70.54,70.46,Sciences,18-22,Central,-8.9
399,Desktop,5.8,74.9,72.48,Business,Under 18,East,-2.74
400,Smartphone,3.7,68.9,70.49,Business,23-30,Central,-2.22
401,Tablet,5.3,57.85,81.17,Medical,23-30,North,3.98
402,Hybrid Device,6.1,79.57,79.1,Engineering,18-22,East,-3.68
403,Laptop,6.2,81.38,75.08,Engineering,Under 18,North,-3.3
404,Hybrid Device,5.9,61.15,78.54,Business,18-22,West,-8.31
405,Desktop,5.6,62.72,76.53,Engineering,23-30,Central,-0.41
406,Hybrid Device,6.9,64.07,84.98,Medical,23-30,East,-6.84
407,Laptop,5.2,80.43,75.0,Medical,Under 18,South,-8.84
408,Desktop,6.9,62.44,70.88,Sciences,23-30,North,4.95
409,Hybrid Device,5.6,77.25,75.02,Engineering,Under 18,Central,-5.96
410,Desktop,6.0,67.36,70.2,Sciences,18-22,North,-7.88
411,Smartphone,3.2,65.43,72.82,Arts,18-22,North,0.49
412,Smartphone,3.1,84.19,75.53,Medical,Under 18,West,2.33
413,Hybrid Device,5.9,66.35,77.49,Business,18-22,North,-9.04
414,Desktop,6.5,70.95,75.53,Medical,Under 18,West,-8.42
415,Laptop,5.5,63.35,67.53,Arts,18-22,West,-8.65
416,Hybrid Device,6.1,77.15,78.41,Business,18-22,West,-9.3
417,Smartphone,3.6,64.67,81.51,Engineering,23-30,Central,-0.11
418,Smartphone,3.8,69.47,76.15,Engineering,23-30,North,-1.18
419,Hybrid Device,6.8,82.13,84.7,Medical,Under 18,North,-0.06
420,Desktop,6.7,76.46,76.27,Business,18-22,West,-2.41
421,Smartphone,4.0,71.01,74.16,Business,18-22,North,2.26
422,Desktop,5.5,63.54,76.42,Sciences,18-22,North,-1.8
423,Smartphone,3.4,53.71,67.95,Arts,23-30,West,3.78
424,Smartphone,4.9,78.61,74.66,Engineering,Under 18,South,-2.72
425,Tablet,4.4,75.5,81.57,Medical,Under 18,South,1.86
426,Smartphone,4.6,78.37,73.9,Business,Under 18,West,-3.89
427,Laptop,5.7,69.97,73.36,Engineering,18-22,Central,-3.47
428,Hybrid Device,7.0,79.03,75.67,Medical,Under 18,North,2.73
429,Hybrid Device,5.7,50.8,79.88,Engineering,23-30,North,-8.39
430,Desktop,5.7,50.82,81.76,Medical,23-30,South,-1.53
431,Smartphone,4.3,80.82,76.12,Engineering,Under 18,West,0.9
432,Laptop,6.9,63.86,77.17,Sciences,18-22,Central,1.26
433,Desktop,7.0,66.3,69.11,Arts,23-30,West,-1.13
434,Tablet,5.4,63.66,79.1,Engineering,23-30,South,-3.28
435,Desktop,6.5,79.64,74.09,Arts,18-22,South,-6.09
436,Desktop,6.1,76.71,80.41,Engineering,18-22,North,3.64
437,Smartphone,4.5,76.2,75.11,Business,Under 18,East,-4.45
438,Tablet,5.7,65.41,75.45,Sciences,23-30,Central,1.98
439,Desktop,6.0,52.93,73.31,Sciences,23-30,Central,-9.53
440,Laptop,6.2,75.8,71.47,Arts,Under 18,East,-6.52
441,Laptop,6.1,81.01,72.58,Business,Under 18,South,-4.82
442,Hybrid Device,6.1,65.57,79.35,Medical,23-30,West,0.07
443,Tablet,5.8,62.11,71.68,Sciences,23-30,Central,-5.21
444,Tablet,4.7,63.53,70.38,Business,18-22,East,-9.38
445,Hybrid Device,5.4,76.06,75.89,Business,18-22,North,-7.39
446,Desktop,5.9,56.83,73.64,Arts,23-30,North,-6.11
447,Tablet,4.4,70.51,70.26,Business,23-30,South,-7.36
448,Laptop,6.0,72.23,71.96,Business,18-22,Central,-6.94
449,Laptop,6.8,75.59,79.6,Medical,Under 18,West,1.53
450,Smartphone,4.2,70.61,71.66,Arts,Under 18,Central,-3.82
451,Tablet,5.7,55.81,66.71,Arts,23-30,North,-3.92
452,Desktop,5.3,72.23,70.57,Business,23-30,Central,4.5
453,Hybrid Device,6.8,76.36,80.19,Medical,18-22,North,-3.3
454,Hybrid Device,6.2,64.37,80.19,Engineering,23-30,East,3.91
455,Desktop,5.1,76.99,70.28,Sciences,Under 18,East,-5.51
456,Smartphone,4.3,72.94,68.49,Arts,18-22,North,-3.99
457,Hybrid Device,6.9,69.32,81.64,Medical,18-22,West,-4.06
458,Tablet,4.2,79.66,76.31,Medical,Under 18,West,-1.81
459,Smartphone,4.2,74.61,72.36,Business,Under 18,Central,-1.24
460,Tablet,5.8,76.77,74.28,Sciences,18-22,North,-6.28
461,Laptop,5.0,67.55,74.53,Arts,23-30,South,1.9
462,Smartphone,4.3,74.95,74.87,Engineering,Under 18,West,-2.55
463,Hybrid Device,5.9,76.61,74.88,Business,18-22,West,-9.89
464,Smartphone,3.7,62.18,69.0,Arts,23-30,East,-1.13
465,Smartphone,4.3,54.37,73.97,Arts,23-30,West,1.97
466,Smartphone,3.1,61.55,75.72,Medical,18-22,West,-6.24
467,Smartphone,4.5,80.49,74.53,Sciences,Under 18,West,-9.43
468,Tablet,4.0,71.63,80.46,Engineering,23-30,North,2.11
469,Laptop,5.6,82.11,77.9,Sciences,Under 18,North,4.64
470,Desktop,6.0,73.11,81.99,Medical,18-22,East,-8.85
471,Smartphone,3.8,72.12,75.8,Engineering,Under 18,Central,4.07
472,Hybrid Device,5.6,52.35,76.12,Engineering,23-30,West,-4.61
473,Smartphone,4.7,66.9,73.52,Business,18-22,Central,4.12
474,Hybrid Device,6.9,71.37,78.04,Engineering,23-30,North,-0.27
475,Tablet,5.7,74.04,72.39,Arts,23-30,West,3.35
476,Hybrid Device,6.0,64.83,76.56,Sciences,18-22,Central,1.79
477,Desktop,6.8,75.24,73.33,Sciences,18-22,Central,-9.58
478,Laptop,6.8,78.61,77.17,Business,Under 18,South,-9.02
479,Hybrid Device,5.8,60.64,81.16,Engineering,18-22,North,-2.11
480,Hybrid Device,5.6,78.14,84.21,Medical,Under 18,East,-8.06
481,Laptop,5.2,76.12,72.04,Arts,18-22,East,-3.08
482,Desktop,6.0,56.9,76.37,Business,23-30,South,4.32
483,Smartphone,4.9,83.46,77.32,Engineering,Under 18,Central,-5.58
484,Hybrid Device,6.1,64.73,76.83,Medical,18-22,South,-2.67
485,Laptop,6.3,71.15,73.24,Engineering,Under 18,South,-4.24
486,Tablet,4.2,72.4,74.86,Business,Under 18,North,-0.55
487,Laptop,5.3,82.56,76.59,Medical,Under 18,West,-7.09
488,Tablet,4.9,60.43,80.77,Medical,23-30,Central,-6.1
489,Desktop,6.9,75.94,81.46,Medical,18-22,East,2.88
490,Smartphone,3.7,70.62,80.26,Medical,18-22,East,2.17
491,Laptop,6.8,77.21,72.36,Engineering,Under 18,South,1.84
492,Hybrid Device,5.2,76.14,75.58,Medical,18-22,South,1.56
493,Desktop,6.2,60.59,73.13,Engineering,23-30,South,-3.11
494,Laptop,6.2,82.03,76.54,Medical,Under 18,Central,0.93
495,Hybrid Device,6.7,52.52,84.9,Medical,23-30,South,-4.19
496,Laptop,5.0,65.91,73.44,Business,23-30,South,-8.49
497,Tablet,4.4,74.05,74.92,Engineering,18-22,West,-4.1
498,Laptop,5.4,77.98,72.52,Engineering,18-22,Central,-7.62
499,Laptop,6.9,73.36,75.08,Sciences,Under 18,North,-4.14
500,Laptop,5.3,65.11,76.52,Business,23-30,North,-5.54
501,Desktop,5.1,68.67,73.75,Engineering,18-22,West,-1.01
502,Laptop,6.1,75.74,79.19,Business,Under 18,East,-4.58
503,Hybrid Device,6.1,71.6,78.0,Business,Under 18,North,0.58
504,Tablet,5.7,62.68,72.3,Business,18-22,Central,-2.32
505,Tablet,5.9,70.92,69.86,Arts,23-30,East,3.79
506,Laptop,6.1,81.25,76.58,Engineering,Under 18,South,-8.63
507,Desktop,6.9,67.65,73.49,Business,18-22,Central,0.32
508,Desktop,6.5,82.43,73.18,Arts,Under 18,East,0.09
509,Hybrid Device,5.5,61.62,66.09,Arts,18-22,North,4.26
510,Laptop,6.9,79.37,79.15,Medical,Under 18,South,-4.43
511,Tablet,5.3,71.7,79.28,Medical,23-30,South,-5.42
512,Desktop,5.8,82.58,76.69,Engineering,Under 18,Central,-7.41
513,Laptop,6.4,67.46,83.61,Medical,18-22,South,-6.02
514,Desktop,5.8,74.9,74.18,Engineering,18-22,East,-2.47
515,Desktop,5.2,68.55,66.03,Arts,18-22,West,2.57
516,Tablet,5.4,71.0,71.18,Arts,23-30,North,-5.74
517,Smartphone,4.6,70.62,73.74,Engineering,18-22,Central,-7.63
518,Hybrid Device,6.5,75.3,75.75,Medical,18-22,West,-5.92
519,Hybrid Device,5.5,51.96,79.27,Medical,23-30,West,-8.49
520,Tablet,5.9,71.8,74.2,Engineering,18-22,Central,3.9
521,Desktop,5.1,71.01,72.89,Sciences,18-22,East,3.09
522,Laptop,5.7,65.25,77.6,Medical,23-30,North,-5.37
523,Desktop,5.5,80.43,70.93,Business,Under 18,Central,-6.3
524,Tablet,4.1,78.36,80.6,Medical,18-22,West,3.58
525,Hybrid Device,5.8,81.79,70.22,Sciences,Under 18,West,-9.97
526,Desktop,6.2,55.49,74.66,Arts,23-30,Central,-0.99
527,Hybrid Device,6.8,76.52,68.41,Arts,18-22,West,3.74
528,Laptop,7.0,62.44,71.95,Arts,18-22,Central,-2.37
529,Hybrid Device,6.6,65.55,83.1,Medical,23-30,Central,-9.96
530,Hybrid Device,5.9,77.66,67.79,Arts,18-22,North,-6.72
531,Smartphone,4.4,71.52,75.99,Sciences,Under 18,Central,3.84
532,Smartphone,4.7,82.75,76.66,Sciences,Under 18,West,-9.74
533,Smartphone,3.9,69.97,77.41,Medical,23-30,South,-4.08
534,Hybrid Device,6.6,70.08,79.92,Business,18-22,North,1.85
535,Tablet,5.0,66.18,75.21,Medical,18-22,West,2.57
536,Hybrid Device,5.8,60.14,67.17,Arts,23-30,West,-2.84
537,Tablet,5.1,84.53,82.8,Medical,Under 18,North,-6.51
538,Tablet,5.4,73.03,71.55,Sciences,Under 18,North,-1.0
539,Smartphone,4.5,64.49,81.98,Medical,23-30,West,-6.04
540,Desktop,5.7,61.66,83.56,Medical,18-22,South,-6.17
541,Laptop,6.1,73.27,79.59,Business,Under 18,East,2.11
542,Smartphone,4.8,75.27,73.79,Sciences,18-22,West,-7.69
543,Smartphone,5.0,74.54,81.71,Engineering,Under 18,North,-9.92
544,Desktop,5.5,79.72,76.12,Engineering,18-22,Central,-4.95
545,Laptop,5.4,77.51,71.75,Sciences,Under 18,Central,-2.64
546,Hybrid Device,6.4,70.33,77.14,Engineering,18-22,North,0.58
547,Hybrid Device,5.8,50.91,71.5,Arts,23-30,North,1.72
548,Smartphone,3.0,84.35,76.58,Engineering,Under 18,East,-0.05
549,Laptop,5.7,54.36,70.67,Arts,23-30,North,-0.6
550,Smartphone,4.6,78.08,73.33,Sciences,Under 18,Central,-0.01
551,Tablet,5.6,75.94,77.25,Engineering,Under 18,South,-5.93
552,Smartphone,4.0,76.23,81.53,Engineering,Under 18,North,-4.26
553,Smartphone,3.9,72.87,70.0,Arts,18-22,East,-0.75
554,Hybrid Device,6.2,79.93,67.53,Arts,Under 18,South,-9.02
555,Hybrid Device,5.4,53.86,82.59,Medical,23-30,East,-5.57
556,Hybrid Device,6.1,69.99,73.38,Business,18-22,South,-3.9
557,Tablet,4.0,75.81,80.16,Engineering,18-22,North,-2.0
558,Hybrid Device,6.0,76.65,70.57,Business,Under 18,Central,-2.7
559,Laptop,5.7,63.32,73.32,Business,18-22,South,0.77
560,Desktop,6.3,74.7,72.94,Engineering,Under 18,West,-2.9
561,Laptop,6.3,55.31,65.85,Arts,23-30,East,3.56
562,Laptop,5.8,62.52,81.58,Medical,18-22,South,-4.3
563,Hybrid Device,5.0,67.55,73.08,Sciences,18-22,East,-2.12
564,Desktop,5.5,63.52,80.71,Engineering,23-30,Central,-9.95
565,Desktop,6.3,51.82,77.16,Engineering,23-30,East,-5.34
566,Desktop,5.1,79.06,72.36,Sciences,Under 18,East,3.0
567,Tablet,4.2,79.86,77.21,Business,18-22,West,-5.0
568,Hybrid Device,6.3,74.1,81.24,Medical,23-30,East,-6.2
569,Desktop,6.5,76.58,78.0,Business,18-22,South,-1.85
570,Tablet,4.6,56.66,75.15,Sciences,23-30,East,-8.82
571,Smartphone,4.0,60.45,71.34,Sciences,18-22,North,-2.03
572,Smartphone,4.9,70.84,81.7,Medical,23-30,East,-5.45
573,Tablet,5.9,61.11,73.13,Sciences,18-22,North,-4.25
574,Tablet,4.6,73.08,73.71,Sciences,Under 18,East,1.87
575,Hybrid Device,6.6,70.89,84.22,Medical,18-22,East,-0.07
576,Hybrid Device,6.2,72.68,75.6,Engineering,Under 18,South,-3.31
577,Smartphone,5.0,82.51,76.12,Business,Under 18,North,-1.34
578,Desktop,6.0,81.66,75.63,Engineering,Under 18,North,1.5
579,Smartphone,4.5,75.12,72.95,Engineering,18-22,West,1.19
580,Desktop,6.5,76.32,74.54,Business,18-22,East,-7.22
581,Desktop,6.0,73.3,77.97,Engineering,Under 18,East,-5.49
582,Hybrid Device,6.6,68.22,79.08,Medical,23-30,South,-4.78
583,Laptop,5.5,67.11,73.91,Business,18-22,West,-7.19
584,Laptop,5.2,73.34,73.2,Arts,18-22,West,-9.82
585,Tablet,4.9,62.44,72.3,Engineering,18-22,South,-7.39
586,Hybrid Device,6.9,74.11,72.36,Sciences,18-22,North,2.12
587,Desktop,6.0,84.58,78.12,Business,Under 18,Central,-1.81
588,Laptop,6.3,51.09,74.21,Arts,23-30,South,-4.88
589,Desktop,6.2,52.35,73.3,Sciences,23-30,North,-0.87
590,Laptop,5.3,53.09,73.89,Arts,23-30,West,1.1
591,Laptop,5.8,60.76,73.99,Engineering,23-30,South,-4.68
592,Laptop,6.4,74.36,71.77,Sciences,Under 18,Central,-3.01
593,Hybrid Device,6.9,76.14,80.46,Engineering,18-22,East,-9.04
594,Smartphone,3.3,69.48,77.23,Sciences,18-22,South,-1.04
595,Desktop,5.8,77.27,72.23,Business,Under 18,Central,-4.65
596,Hybrid Device,5.2,74.34,75.59,Medical,18-22,Central,-3.5
597,Hybrid Device,5.5,75.43,75.9,Medical,Under 18,South,-3.66
598,Hybrid Device,5.8,58.83,67.61,Arts,23-30,North,-0.51
599,Hybrid Device,6.1,81.35,76.09,Sciences,Under 18,South,-1.41
600,Hybrid Device,5.5,75.6,77.1,Engineering,18-22,West,-3.67
601,Tablet,4.5,60.29,74.56,Business,18-22,Central,-9.75
602,Desktop,6.6,62.88,75.84,Business,18-22,Central,-0.69
603,Hybrid Device,6.9,55.33,78.9,Business,23-30,East,3.19
604,Desktop,5.6,75.27,75.9,Medical,Under 18,Central,1.54
605,Tablet,5.4,74.37,78.95,Engineering,Under 18,East,4.72
606,Tablet,4.5,73.37,79.27,Business,18-22,Central,-7.91
607,Desktop,6.9,82.42,72.13,Business,Under 18,Central,-6.66
608,Laptop,6.3,63.84,73.38,Arts,18-22,South,-1.91
609,Smartphone,4.6,78.44,75.58,Sciences,Under 18,South,-6.46
610,Laptop,5.1,59.2,70.12,Sciences,23-30,West,-9.48
611,Laptop,6.2,62.64,71.85,Sciences,23-30,North,-3.97
612,Laptop,6.1,79.31,71.06,Arts,Under 18,West,-5.69
613,Hybrid Device,5.6,72.34,80.02,Medical,23-30,Central,-6.04
614,Tablet,4.5,54.81,70.28,Arts,23-30,West,4.3
615,Laptop,6.2,52.18,72.32,Business,23-30,South,-6.42
616,Tablet,5.4,72.54,78.75,Engineering,18-22,Central,-8.06
617,Desktop,5.1,75.91,72.66,Business,Under 18,Central,-8.12
618,Smartphone,4.1,72.44,73.89,Business,Under 18,West,2.09
619,Desktop,5.3,62.34,75.69,Engineering,18-22,East,0.72
620,Desktop,5.3,71.18,75.38,Sciences,18-22,North,-8.06
621,Hybrid Device,6.2,57.51,65.9,Arts,23-30,West,-6.7
622,Smartphone,3.6,84.96,77.06,Medical,Under 18,West,1.21
623,Desktop,5.9,68.12,72.0,Business,18-22,North,-5.88
624,Desktop,5.7,55.31,71.08,Business,23-30,Central,4.72
625,Smartphone,4.3,79.43,77.08,Medical,Under 18,Central,-1.89
626,Smartphone,3.9,56.11,71.07,Arts,23-30,East,-7.12
627,Desktop,6.9,77.41,77.32,Business,Under 18,West,2.88
628,Smartphone,3.7,62.06,81.6,Medical,23-30,North,-5.21
629,Desktop,6.5,76.8,74.75,Business,Under 18,West,-5.67
630,Desktop,5.5,81.94,70.42,Sciences,Under 18,South,-5.09
631,Hybrid Device,6.0,73.25,77.67,Sciences,Under 18,West,1.52
632,Laptop,6.1,83.56,71.68,Business,Under 18,West,-7.4
633,Desktop,5.7,69.78,76.68,Business,23-30,South,-4.27
634,Tablet,4.9,66.66,77.3,Sciences,18-22,South,-9.54
635,Laptop,5.6,72.71,76.98,Business,Under 18,North,2.4
636,Laptop,5.0,74.19,67.18,Arts,Under 18,Central,-4.89
637,Laptop,5.4,74.99,68.16,Arts,Under 18,East,-6.28
638,Hybrid Device,6.4,78.35,72.3,Engineering,Under 18,South,-1.3
639,Desktop,6.5,51.16,71.13,Arts,23-30,Central,0.57
640,Hybrid Device,5.6,78.29,76.13,Business,18-22,North,2.19
641,Desktop,5.8,61.97,77.26,Business,18-22,West,-4.78
642,Hybrid Device,5.1,65.59,75.11,Medical,18-22,North,2.18
643,Hybrid Device,5.5,52.73,73.18,Arts,23-30,North,-3.03
644,Tablet,5.6,65.13,75.91,Sciences,18-22,South,-8.48
645,Hybrid Device,6.2,70.94,71.13,Sciences,23-30,East,2.69
646,Smartphone,3.4,65.38,75.48,Engineering,23-30,South,-1.79
647,Tablet,4.5,73.41,81.39,Medical,Under 18,West,-0.96
648,Hybrid Device,6.6,71.79,73.97,Sciences,23-30,South,4.06
649,Laptop,5.4,76.01,73.15,Engineering,18-22,West,-1.61
650,Smartphone,3.7,75.07,65.87,Arts,18-22,South,-9.92
651,Smartphone,4.3,76.95,82.81,Medical,18-22,East,3.06
652,Smartphone,4.1,79.29,76.56,Medical,Under 18,Central,-5.73
653,Tablet,4.9,77.52,71.72,Business,Under 18,East,-2.47
654,Hybrid Device,6.8,75.61,73.31,Arts,Under 18,South,-6.93
655,Hybrid Device,5.4,55.59,81.12,Medical,23-30,North,-5.55
656,Laptop,6.5,71.15,78.05,Engineering,18-22,Central,0.3
657,Laptop,5.3,72.24,73.83,Sciences,23-30,North,-3.56
658,Smartphone,4.2,64.85,70.69,Arts,23-30,East,-0.59
659,Laptop,6.7,78.39,71.02,Arts,18-22,Central,2.35
660,Tablet,4.9,75.35,84.68,Medical,Under 18,South,-4.89
661,Hybrid Device,6.4,73.9,77.23,Medical,18-22,North,-1.47
662,Smartphone,4.6,66.22,77.15,Medical,23-30,South,1.66
663,Laptop,5.3,66.76,72.57,Engineering,23-30,West,0.73
664,Tablet,5.4,79.68,76.58,Business,Under 18,Central,-1.9
665,Tablet,5.8,55.54,80.49,Medical,23-30,North,-4.25
666,Laptop,6.2,53.59,71.11,Business,23-30,East,-3.89
667,Hybrid Device,5.4,79.57,73.65,Business,18-22,East,-3.5
668,Laptop,5.3,70.68,66.79,Arts,Under 18,East,-4.77
669,Smartphone,3.5,69.35,72.65,Sciences,18-22,East,0.49
670,Laptop,5.2,68.5,77.61,Sciences,18-22,North,-8.12
671,Tablet,5.0,67.2,78.83,Engineering,18-22,West,4.51
672,Laptop,5.1,69.55,72.08,Engineering,23-30,East,1.68
673,Hybrid Device,5.4,68.63,72.02,Sciences,23-30,East,-5.53
674,Desktop,5.9,83.58,70.08,Sciences,Under 18,East,-9.36
675,Laptop,5.9,59.89,72.15,Arts,23-30,West,0.67
676,Hybrid Device,6.1,78.46,69.69,Arts,Under 18,Central,1.02
677,Hybrid Device,6.4,77.85,77.95,Sciences,18-22,East,4.45
678,Tablet,4.1,79.88,82.34,Medical,18-22,East,-6.19
679,Hybrid Device,5.2,74.23,80.18,Medical,23-30,East,-8.76
680,Hybrid Device,5.1,67.95,73.05,Arts,23-30,Central,3.73
681,Hybrid Device,5.8,72.15,77.05,Business,Under 18,East,-6.12
682,Hybrid Device,5.1,50.58,71.95,Sciences,23-30,Central,0.82
683,Smartphone,4.5,70.63,77.3,Engineering,23-30,Central,-9.09
684,Smartphone,3.4,71.02,80.56,Medical,23-30,South,1.41
685,Tablet,5.9,74.93,74.51,Business,18-22,South,-8.09
686,Laptop,6.0,57.0,76.79,Medical,23-30,East,0.43
687,Hybrid Device,5.9,66.0,72.23,Business,23-30,North,-2.01
688,Laptop,6.6,66.32,72.25,Sciences,18-22,South,4.33
689,Laptop,6.4,69.01,70.08,Sciences,18-22,South,-9.45
690,Tablet,5.2,67.65,77.34,Sciences,18-22,North,-5.62
691,Hybrid Device,6.9,78.27,71.86,Arts,18-22,West,-8.96
692,Hybrid Device,5.8,55.85,76.9,Business,23-30,East,3.19
693,Desktop,6.6,64.44,77.72,Engineering,23-30,West,-1.09
694,Laptop,5.8,59.02,78.89,Engineering,23-30,West,-1.98
695,Laptop,6.7,79.95,77.85,Sciences,Under 18,Central,-8.03
696,Smartphone,3.5,71.29,75.85,Engineering,18-22,Central,-2.66
697,Desktop,5.6,73.1,82.13,Medical,23-30,East,-4.02
698,Smartphone,4.4,52.54,73.6,Business,23-30,North,-5.26
699,Smartphone,3.4,55.52,78.54,Business,23-30,Central,1.58
700,Smartphone,3.5,75.33,78.58,Business,18-22,South,-9.08
701,Tablet,4.6,67.38,84.02,Medical,18-22,East,-0.3
702,Tablet,5.4,63.32,65.05,Arts,18-22,West,2.34
703,Smartphone,4.8,62.58,77.98,Medical,23-30,East,3.61
704,Desktop,6.3,73.04,71.34,Business,18-22,Central,1.19
705,Laptop,6.7,51.12,74.54,Business,23-30,North,-5.76
706,Desktop,6.1,74.37,74.95,Business,Under 18,West,-0.99
707,Hybrid Device,5.1,76.19,74.56,Engineering,18-22,North,-7.88
708,Tablet,4.2,70.4,72.23,Arts,18-22,East,-8.24
709,Laptop,6.1,50.88,77.7,Medical,23-30,North,-0.42
710,Laptop,5.7,65.64,78.54,Business,18-22,North,2.77
711,Hybrid Device,5.4,72.78,71.42,Sciences,18-22,East,-8.99
712,Hybrid Device,5.9,54.98,68.67,Arts,23-30,West,-8.41
713,Smartphone,4.3,70.68,74.98,Sciences,23-30,North,-1.52
714,Tablet,4.8,66.91,71.05,Arts,23-30,North,-6.73
715,Tablet,5.6,77.07,70.78,Business,Under 18,East,-0.82
716,Desktop,6.5,72.89,73.46,Arts,23-30,South,-6.78
717,Smartphone,4.5,67.84,70.98,Arts,18-22,North,-8.25
718,Smartphone,5.0,73.53,78.7,Business,Under 18,Central,-1.82
719,Smartphone,3.6,66.54,76.94,Sciences,23-30,West,2.93
720,Smartphone,4.3,78.6,74.37,Sciences,Under 18,North,0.28
721,Tablet,5.7,75.03,81.11,Engineering,Under 18,East,2.28
722,Tablet,5.2,66.87,76.79,Sciences,18-22,Central,-6.0
723,Smartphone,4.6,75.97,77.66,Sciences,Under 18,East,3.29
724,Desktop,5.8,57.28,73.5,Arts,23-30,North,-4.34
725,Laptop,6.2,80.65,80.21,Engineering,Under 18,Central,2.79
726,Laptop,5.1,79.77,74.69,Business,Under 18,West,-2.93
727,Desktop,7.0,68.82,72.12,Business,18-22,West,-5.98
728,Smartphone,4.6,67.96,84.11,Medical,18-22,West,-6.1
729,Tablet,5.7,59.13,79.23,Engineering,23-30,South,-1.48
730,Laptop,6.4,65.67,67.82,Arts,18-22,East,-8.81
731,Hybrid Device,5.4,52.14,78.41,Medical,23-30,North,3.95
732,Hybrid Device,5.1,56.71,81.86,Medical,23-30,Central,-5.93
733,Desktop,6.7,66.42,74.78,Business,18-22,East,-4.97
734,Smartphone,3.8,78.22,70.65,Sciences,Under 18,North,-6.5
735,Laptop,5.5,75.48,66.41,Arts,18-22,South,-9.95
736,Smartphone,4.1,75.94,79.46,Engineering,Under 18,North,0.39
737,Laptop,5.8,84.17,78.29,Medical,Under 18,East,-1.14
738,Desktop,6.3,70.68,70.08,Arts,23-30,North,2.14
739,Desktop,6.0,74.62,77.67,Business,23-30,Central,-9.38
740,Hybrid Device,6.4,77.52,82.51,Medical,18-22,South,3.93
741,Smartphone,4.7,79.25,76.67,Medical,Under 18,Central,-5.04
742,Hybrid Device,5.4,71.97,70.98,Business,18-22,South,3.7
743,Smartphone,3.7,53.24,75.91,Business,23-30,South,-8.39
744,Hybrid Device,5.9,80.84,77.42,Business,Under 18,North,1.16
745,Tablet,5.9,72.0,66.49,Arts,18-22,Central,-1.31
746,Tablet,4.7,70.14,68.72,Arts,18-22,South,-4.63
747,Tablet,4.8,67.33,73.7,Arts,23-30,South,-8.81
748,Tablet,5.3,61.1,77.55,Sciences,23-30,North,-0.93
749,Laptop,5.8,63.1,79.54,Medical,23-30,East,-9.6
750,Tablet,5.9,59.96,65.8,Arts,23-30,East,-2.48
751,Desktop,6.8,74.35,72.06,Sciences,18-22,West,-0.94
752,Desktop,6.0,71.92,77.33,Medical,23-30,West,0.99
753,Laptop,6.3,71.02,67.39,Arts,23-30,South,4.87
754,Tablet,4.1,75.72,74.94,Business,18-22,East,-6.1
755,Tablet,5.4,60.28,77.83,Engineering,18-22,South,-5.16
756,Tablet,5.4,83.68,66.23,Arts,Under 18,Central,-4.88
757,Hybrid Device,5.7,65.5,80.89,Engineering,18-22,East,0.97
758,Smartphone,3.4,83.32,71.2,Arts,Under 18,East,3.98
759,Hybrid Device,6.8,54.92,75.97,Business,23-30,East,4.61
760,Smartphone,3.9,76.59,81.87,Engineering,Under 18,West,4.19
761,Tablet,5.3,81.24,75.03,Sciences,Under 18,North,3.19
762,Tablet,4.1,66.01,79.29,Business,23-30,North,4.86
763,Hybrid Device,5.8,60.4,74.86,Engineering,23-30,West,-4.36
764,Hybrid Device,6.6,66.97,74.4,Engineering,23-30,West,4.22
765,Smartphone,3.8,78.23,75.17,Business,Under 18,West,1.42
766,Desktop,6.2,65.51,75.09,Business,18-22,North,-7.47
767,Smartphone,3.4,72.93,72.26,Business,18-22,South,-9.32
768,Hybrid Device,5.8,64.08,82.0,Medical,18-22,West,-6.78
769,Hybrid Device,6.9,67.35,70.24,Sciences,23-30,South,1.68
770,Laptop,6.1,50.08,71.91,Arts,23-30,South,-0.52
771,Hybrid Device,6.8,70.98,76.57,Engineering,18-22,Central,-6.63
772,Laptop,6.8,60.03,71.89,Arts,23-30,North,1.13
773,Desktop,6.9,74.55,74.77,Business,Under 18,South,-7.88
774,Smartphone,4.8,77.74,77.82,Sciences,Under 18,North,2.33
775,Smartphone,3.0,66.13,72.68,Sciences,23-30,North,1.91
776,Laptop,6.9,79.31,84.83,Medical,18-22,Central,4.59
777,Smartphone,3.3,76.66,70.65,Business,18-22,North,-7.75
778,Hybrid Device,5.1,80.76,78.84,Engineering,Under 18,South,3.6
779,Tablet,4.1,61.97,79.54,Medical,23-30,East,-4.88
780,Laptop,5.7,67.84,78.22,Business,18-22,South,-3.76
781,Smartphone,4.2,60.65,82.9,Medical,18-22,South,-2.97
782,Laptop,5.8,58.98,73.0,Arts,23-30,North,-0.6
783,Laptop,5.1,71.21,70.95,Business,23-30,South,4.92
784,Tablet,5.0,67.68,80.22,Engineering,18-22,East,-1.0
785,Hybrid Device,5.9,61.54,74.14,Engineering,23-30,North,3.9
786,Laptop,6.5,56.8,70.26,Business,23-30,West,-6.17
787,Smartphone,3.6,56.85,77.18,Medical,23-30,South,-4.02
788,Desktop,5.4,61.24,73.83,Sciences,18-22,South,-2.43
789,Laptop,5.5,79.21,77.42,Business,Under 18,Central,-5.16
790,Laptop,5.6,61.2,74.19,Engineering,23-30,West,4.65
791,Tablet,5.2,72.12,66.13,Arts,18-22,West,0.89
